text,label,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT,OBSCENE,SPAM
"if you're holding in this room and you're you're you're listening to the voices, we're all trying to kill it.",1,0.7080059,0.55444884,0.19941388,0.38766453,0.371048,0.9533248,0.048546836,0.13325055,0.0817241
one dead jew plus another dead jew equals how many dead Jews.,1,0.83346313,0.80814576,0.9359969,0.70199466,0.65225637,0.91432226,0.1888923,0.040694125,0.028568342
jews don't have a right to go and live in judea and samaria. That is all settlements and under international broke.,1,0.4471328,0.3137754,0.72925097,0.34020504,0.21510573,0.24705045,0.13068072,0.043465145,0.02059384
there should be no jews living in the future Palestinian state,1,0.52679956,0.41720757,0.7784229,0.32825005,0.2315836,0.47022554,0.058479406,0.015812699,0.013404255
Muslims cannot live in an Israeli state.,1,0.53490317,0.36376265,0.7728851,0.42928186,0.18905039,0.13154262,0.065198004,0.008079577,0.003515254
jews and Israelis shut their ears and lose all the value in your testimony that is so powerful,1,0.7330379,0.6574482,0.8740641,0.6463243,0.43682843,0.3380589,0.11224078,0.03580531,0.0069169113
Muslims don't have a right to live in Israel,1,0.52244025,0.42730114,0.77667814,0.37899575,0.23071599,0.23668759,0.090781264,0.024708603,0.013119398
oh after 400 years of having slaves and all this and all the things that I don't even want to compare Palestinian because the slave struggle was way worse.,1,0.32977518,0.17366482,0.5138884,0.2956444,0.12901805,0.13326746,0.08335638,0.018078452,0.003975172
they're teaching Children to to haven to kill Palestinians,1,0.7093121,0.56891537,0.8008965,0.3658233,0.37452918,0.9262304,0.050004367,0.03773415,0.011278267
I think you're right that um Palestinians being conflated with terrorists are being completed with terrorists.,1,0.44486338,0.23129901,0.6350989,0.36529976,0.14554241,0.18308313,0.03831732,0.016549082,0.002906545
"jews do not go to the Temple Mount, the only jews that you will see on the Temple Mount will be an extremist",1,0.53490317,0.3930912,0.7887357,0.44666377,0.21665691,0.27235803,0.083378464,0.018398413,0.03651958
Iran does not want peace. Iran still occupying all those countries Iran to still sponsoring terrorism isn't it?,1,0.33712977,0.23188096,0.5538204,0.23617771,0.119570665,0.24085987,0.048446275,0.018950902,0.009006757
a jew is not allowed to go to the Temple Mount because it's such a holy places where the Holy of Holies,1,0.46249077,0.3671845,0.71190935,0.31687978,0.24118632,0.28609654,0.14397013,0.09463988,0.06997818
Israel will disappear one day and any boycotting of Israel just in flames this thought,1,0.45148775,0.43423486,0.6611379,0.24347039,0.17644101,0.7674274,0.10385288,0.033462837,0.014680974
"I don't hate jews to come personally, um I just hate their country.",1,0.69542736,0.5212138,0.89221734,0.5052051,0.5090209,0.26467973,0.164703,0.025867442,0.0075774384
jews can kill and make a lot of vandal in uh doing and then he uh called himself as saving himself,1,0.76818824,0.7031309,0.87698615,0.68785954,0.63744813,0.8885354,0.32051888,0.09180855,0.022616705
I cannot cannot unacceptable to see the jews kill us.,1,0.70815754,0.6808133,0.8638455,0.5597455,0.5663776,0.8753666,0.15656336,0.02973145,0.00933929
so many people that came not understanding anything about what it means to be jewish.,1,0.40309268,0.23714453,0.65816665,0.2905157,0.20291798,0.1654754,0.10634125,0.08605798,0.028730016
we lied to accept that Israel is uh estate is existing,1,0.34168407,0.20957144,0.5592655,0.29576796,0.16955012,0.2621787,0.124068215,0.023258451,0.012674285
we have been inter created a subconsciously programmed in order to have this kind of hate for the Jews.,1,0.7305042,0.6289222,0.9044957,0.58940953,0.5296829,0.40479484,0.1273859,0.05571355,0.017436288
Most jews in Israel are much darker than you and me.,1,0.2736486,0.19780965,0.49077138,0.21538159,0.16063116,0.11718334,0.108659655,0.047577415,0.008056628
"Well we don't want to kill the jews, we just want to kill the Zionist.",1,0.8355208,0.76479524,0.92455935,0.519645,0.53710073,0.964667,0.102839,0.041347314,0.011693205
we oppose a Jewish state in any part of Palestine.,1,0.104399785,0.043971963,0.16645406,0.069124624,0.03878133,0.04223249,0.055099014,0.009667369,0.007809958
"No Palestinian rational Palestinian, not a sellout. Palestinian would ever accept a Jewish state in Palestine.",1,0.32644072,0.15518668,0.57588637,0.24677274,0.08929614,0.09127243,0.041964296,0.0069400086,0.012901559
Jews aren't indigenous,1,0.5911346,0.49738815,0.8008965,0.46295393,0.33589524,0.2936128,0.12041256,0.022390874,0.025804972
"jews are not a people, the UN's principle of the right to self determination applies only to colonize people who want to acquire their rights.",1,0.52699995,0.38035858,0.76831084,0.4468804,0.24992378,0.28794527,0.10718596,0.01441043,0.006300944
we talk about refusing a jewish state,1,0.27978736,0.17816278,0.52508056,0.18874279,0.1541373,0.13669138,0.08301606,0.02076919,0.044972636
"it's difficult like when I worked in here for for example, only I heard Arabic in the street, so I cannot understand, it's a bit uh stressful but it's not, I mean it's just like uh yeah it's normal, it's a bit, it's just a little bit strange because I don't understand but like a yeah, I mean once different doesn't mean the audio doesn't suffer.",1,0.24079345,0.16805066,0.41264528,0.20134369,0.20147583,0.25107574,0.18369244,0.041102383,0.06270495
"from the river to the sea, Palestine will be free. That that will be that is a threat.",1,0.2607522,0.105285935,0.29785064,0.23336406,0.049486905,0.37614956,0.017586175,0.01510732,0.013988187
"I think it's a bit difficult for for for for for Israeli Israeli mentality, because I I think the first Israelis, they wanted to get rid of the mentality of the diaspora IQ mentality, right?",1,0.45573255,0.36560684,0.679252,0.3979117,0.20347342,0.5979802,0.0984885,0.019094564,0.014817802
Israeli mentality is a lot of times they erased all the past and it raised the memory.,1,0.28388867,0.15479156,0.40103135,0.2918963,0.13821407,0.20023125,0.083426975,0.031040879,0.020686539
"let's target all Israeli products, all Israeli institutions.",1,0.22223611,0.1868727,0.4057172,0.09194585,0.0847805,0.59784144,0.056335703,0.034954667,0.052403107
"we've heard is that the founder is essentially, you know, being essentially in is being accused of being anti Semitic, um dismissing fuck Israel.",1,0.8785407,0.68604195,0.80708945,0.73336923,0.92364496,0.28402397,0.6188721,0.99369305,0.0021885238
"I 100% believe that there are lots of Palestinians who probably believe that, but there are also people who come in here and say fuck Israel.",1,0.85633767,0.6383017,0.7455434,0.625864,0.9247725,0.2801701,0.5682602,0.99369305,0.0009650135
there should be no Jewish state.,1,0.44913217,0.2649252,0.68726176,0.2946524,0.16421019,0.2956379,0.05392384,0.034740042,0.010110344
"Arabs have lower, lower I. Q. S. Than Jews.",1,0.7391066,0.64058864,0.892869,0.660731,0.5063363,0.27337548,0.13016886,0.17230742,0.009326031
This animalistic behavior jews in Israel should be protesting in their own country.,1,0.69542736,0.6103319,0.87807626,0.5681858,0.41953722,0.5508846,0.17869176,0.041281793,0.0061498894
"What I first heard as a child was that Arabs were thieves. Arabs were dirty. Arabs which fight you no matter what, although jews were called thieves all the time too.",1,0.7755699,0.70122755,0.89366263,0.7937171,0.611166,0.40879413,0.21545652,0.10826857,0.028569385
"Arab Israelis, which are really Palestinians are treated like shit, and that's just in Israel",1,0.88824683,0.8013927,0.92533344,0.84600174,0.91128254,0.29860505,0.092912346,0.99238306,0.010684643
The cartoon caricatures showing brown people show Arabs as these dark brown people with aggressive features.,1,0.53490317,0.37753287,0.69513166,0.4844483,0.23683691,0.25341284,0.12625214,0.072026305,0.011201162
there are arab that are that are that are decent people and there are many that aren't.,1,0.40321308,0.1982194,0.63103384,0.32242048,0.19323322,0.07671051,0.07357761,0.015918896,0.010160043
There's a lot of Jewish people that aren't like this especially in America that don't see things racially. But there's a lot of people in Israel where it's casual you know we're the chosen people or genetically superior.,1,0.44762167,0.24968788,0.6831314,0.3375196,0.2999081,0.2148656,0.14533223,0.025180897,0.0059467084
But they are really the ones if you look and see most of the people in Israel who are the most racist.,1,0.5398018,0.30529904,0.6814223,0.56174576,0.21425293,0.09603681,0.045089938,0.026566561,0.0035260417
"if I walk onto a bus in Israel, I can't sit anywhere near a young man who is Orthodox.",1,0.1493228,0.06651305,0.22895701,0.09607799,0.08097166,0.16097146,0.13819987,0.021450162,0.011625632
"there is racism in so many countries around the world developing and developed countries that to think that, you know, Israel is particularly racist uh, compared to others.",1,0.46474597,0.24313748,0.6655732,0.45581594,0.14736213,0.059445385,0.05439667,0.06869929,0.0105366735
we're thinking that you know jews don't have the right to exist.,1,0.53490317,0.38869765,0.790834,0.4523316,0.3152437,0.37409675,0.12410213,0.040397618,0.014445195
jewish people are being called child killers and colonizer in the U. S.,1,0.61580634,0.5009746,0.8008965,0.49900037,0.31275272,0.6355475,0.10256335,0.011490854,0.0070872717
they're just random jews walking on the street and that's exactly the problem.,1,0.50056905,0.35923174,0.74245924,0.4452709,0.31502244,0.29912433,0.16192277,0.06453617,0.0058621694
